product_id,product_name,brand,category,price,rating,review_count,color,size,material
114753,Calvin Klein gray suit,Calvin Klein,Men-Suit,414.79,4.5,3429,Gray,S,Silk
114754,Adidas white shoes,Adidas,Women-Shoes,160.82,3.5,2380,White,L,Silk
114755,Bershka brown dress,Bershka,Women-Dress,226.76,4.9,1604,Brown,XXL,Denim
114756,Zara black skirt,Zara,Women-Skirt,106.27,4.5,2716,Black,M,Polyester
114757,Levi's red jacket,Levi's,Women-Jacket,474.39,4.1,2619,Red,L,Denim
114758,Forever 21 red jacket,Forever 21,Women-Jacket,174.21,4.0,4416,Red,M,Spandex
114759,Chanel brown top,Chanel,Women-Top,198.64,4.5,1695,Brown,M,Cotton
114760,Zara blue suit,Zara,Men-Suit,325.85,4.4,2520,Blue,S,Polyester
114761,H&M brown t,H&M,Kids-T-Shirt,82.33,3.3,543,Brown,XXL,Cotton
114762,H&M white jacket,H&M,Women-Jacket,31.4,4.5,769,White,XS,Wool
114763,Tommy Hilfiger black dress,Tommy Hilfiger,Women-Dress,240.1,4.6,3346,Black,XS,Spandex
114764,Uniqlo pink watch,Uniqlo,Men-Watch,208.9,4.1,4397,Pink,XL,Polyester
114765,Tommy Hilfiger white shoes,Tommy Hilfiger,Men-Shoes,413.15,4.3,3632,White,XL,Denim
114766,Tommy Hilfiger black jacket,Tommy Hilfiger,Women-Jacket,33.31,4.5,4240,Black,XXL,Cotton
114767,Calvin Klein brown jeans,Calvin Klein,Men-Jeans,38.03,4.7,3567,Brown,XXL,Silk
114768,Gucci yellow top,Gucci,Women-Top,359.29,3.8,2556,Yellow,XS,Cotton
114769,Chanel blue jeans,Chanel,Men-Jeans,337.08,3.3,224,Blue,S,Silk
114770,Ralph Lauren white shorts,Ralph Lauren,Men-Shorts,148.92,3.5,3742,White,XL,Spandex
114771,Calvin Klein black jacket,Calvin Klein,Women-Jacket,118.82,3.3,1262,Black,XXL,Linen
114772,Uniqlo purple top,Uniqlo,Women-Top,284.81,3.8,509,Purple,XS,Cotton
114773,ASOS red shoes,ASOS,Men-Shoes,315.48,4.4,1030,Red,S,Leather
114774,ASOS gray t,ASOS,Men-T-Shirt,425.95,4.2,2854,Gray,XL,Denim
114775,ASOS white t,ASOS,Kids-T-Shirt,188.27,4.5,4494,White,XL,Linen
114776,Ralph Lauren gray t,Ralph Lauren,Kids-T-Shirt,100.36,3.9,482,Gray,XS,Linen
114777,Boohoo green t,Boohoo,Men-T-Shirt,46.59,3.8,4675,Green,XL,Leather
114778,Bershka black jacket,Bershka,Women-Jacket,174.14,3.2,4541,Black,S,Silk
114779,Gucci purple dress,Gucci,Women-Dress,173.43,4.5,3574,Purple,XXL,Leather
114780,Prada pink suit,Prada,Men-Suit,486.42,3.8,2211,Pink,XS,Wool
114781,Ralph Lauren pink watch,Ralph Lauren,Men-Watch,140.43,3.2,2397,Pink,S,Linen
114782,Tommy Hilfiger green t,Tommy Hilfiger,Men-T-Shirt,447.66,3.1,3781,Green,XL,Linen
114783,Gucci red skirt,Gucci,Women-Skirt,418.69,3.8,1199,Red,S,Polyester
114784,Mango white shoes,Mango,Women-Shoes,318.55,5.0,3652,White,L,Cotton
114785,Gap pink bag,Gap,Women-Bag,96.65,3.3,4592,Pink,M,Wool
114786,Ralph Lauren yellow shoes,Ralph Lauren,Men-Shoes,43.0,3.8,4148,Yellow,XL,Denim
114787,Gucci brown shoes,Gucci,Men-Shoes,55.06,3.8,3961,Brown,L,Denim
114788,Mango gray shoes,Mango,Women-Shoes,10.17,4.5,4716,Gray,M,Cotton
114789,Ralph Lauren white jewelry,Ralph Lauren,Women-Jewelry,362.11,3.4,2162,White,XS,Spandex
114790,Adidas black jewelry,Adidas,Women-Jewelry,215.45,4.9,3574,Black,M,Cotton
114791,Louis Vuitton white jacket,Louis Vuitton,Women-Jacket,414.96,3.4,915,White,XXL,Spandex
114792,H&M blue shoes,H&M,Men-Shoes,232.53,4.5,1785,Blue,XS,Leather
114793,Chanel black skirt,Chanel,Women-Skirt,398.82,4.3,1043,Black,L,Cotton
114794,Calvin Klein green t,Calvin Klein,Kids-T-Shirt,353.46,4.4,2061,Green,M,Spandex
114795,Forever 21 pink shorts,Forever 21,Men-Shorts,109.7,4.4,4445,Pink,XL,Silk
114796,Prada brown shoes,Prada,Men-Shoes,122.5,3.8,2046,Brown,L,Cotton
114797,Bershka gray t,Bershka,Men-T-Shirt,32.24,4.6,1490,Gray,M,Leather
114798,Puma yellow t,Puma,Kids-T-Shirt,275.46,3.1,1244,Yellow,S,Spandex
114799,Gap white jeans,Gap,Men-Jeans,220.79,4.4,2265,White,XXL,Denim
114800,Zara green shorts,Zara,Men-Shorts,441.74,3.6,661,Green,S,Leather
114801,Forever 21 brown dress,Forever 21,Women-Dress,33.16,3.0,3856,Brown,XS,Silk
114802,Uniqlo pink bag,Uniqlo,Women-Bag,499.73,4.6,4388,Pink,L,Silk
114803,Chanel pink jacket,Chanel,Women-Jacket,345.41,4.4,1945,Pink,S,Wool
114804,Mango blue shoes,Mango,Women-Shoes,426.42,4.5,4008,Blue,M,Cotton
114805,Gucci blue shirt,Gucci,Men-Shirt,123.47,3.3,1548,Blue,XL,Leather
114806,H&M white watch,H&M,Men-Watch,493.22,4.4,4271,White,XS,Cotton
114807,Calvin Klein brown t,Calvin Klein,Men-T-Shirt,20.21,4.8,1717,Brown,XXL,Leather
114808,Chanel red t,Chanel,Men-T-Shirt,166.77,4.5,3798,Red,M,Linen
114809,Calvin Klein brown dress,Calvin Klein,Women-Dress,303.28,4.2,2069,Brown,XS,Linen
114810,Prada red suit,Prada,Men-Suit,234.81,3.6,4541,Red,XXL,Leather
114811,Ralph Lauren yellow dress,Ralph Lauren,Women-Dress,415.95,3.5,288,Yellow,S,Linen
114812,Nike black t,Nike,Kids-T-Shirt,422.86,3.8,1687,Black,L,Leather
114813,Boohoo black skirt,Boohoo,Women-Skirt,60.5,3.3,315,Black,XL,Polyester
114814,Boohoo gray top,Boohoo,Women-Top,366.78,3.1,3457,Gray,S,Leather
114815,Uniqlo gray bag,Uniqlo,Women-Bag,333.36,4.2,3250,Gray,L,Leather
114816,Levi's pink watch,Levi's,Men-Watch,426.75,3.5,4050,Pink,XL,Cotton
114817,Puma pink jewelry,Puma,Women-Jewelry,149.9,4.5,1894,Pink,L,Silk
114818,Chanel purple top,Chanel,Women-Top,466.85,4.9,3772,Purple,S,Leather
114819,Prada blue jeans,Prada,Men-Jeans,47.93,3.8,2183,Blue,XL,Wool
114820,Ralph Lauren brown t,Ralph Lauren,Kids-T-Shirt,469.44,3.2,96,Brown,M,Silk
114821,Puma brown dress,Puma,Women-Dress,443.62,4.3,3365,Brown,XXL,Polyester
114822,Gap blue t,Gap,Kids-T-Shirt,124.98,3.7,4274,Blue,XXL,Silk
114823,Mango pink jeans,Mango,Men-Jeans,10.73,3.1,4694,Pink,S,Cotton
114824,Tommy Hilfiger red top,Tommy Hilfiger,Women-Top,46.09,3.6,148,Red,XS,Cotton
114825,Mango gray t,Mango,Kids-T-Shirt,416.79,3.1,502,Gray,XL,Leather
114826,Prada gray jeans,Prada,Men-Jeans,217.14,4.0,4824,Gray,L,Linen
114827,Zara green skirt,Zara,Women-Skirt,336.22,4.6,4560,Green,S,Spandex
114828,Adidas gray bag,Adidas,Women-Bag,346.35,3.3,3927,Gray,L,Wool
114829,Zara pink shorts,Zara,Men-Shorts,348.33,4.0,4599,Pink,M,Silk
114830,H&M white shirt,H&M,Men-Shirt,17.18,4.0,4324,White,L,Polyester
114831,Gucci pink skirt,Gucci,Women-Skirt,49.24,3.8,2358,Pink,S,Cotton
114832,Calvin Klein pink shirt,Calvin Klein,Men-Shirt,155.27,4.6,2157,Pink,XL,Silk
114833,Boohoo pink watch,Boohoo,Men-Watch,368.31,3.3,719,Pink,S,Denim
114834,Adidas purple jewelry,Adidas,Women-Jewelry,256.3,3.4,3472,Purple,XS,Wool
114835,Ralph Lauren green shoes,Ralph Lauren,Men-Shoes,255.1,4.9,3093,Green,XS,Cotton
114836,Gucci blue jeans,Gucci,Men-Jeans,153.24,4.4,4600,Blue,L,Wool
114837,Gucci green dress,Gucci,Women-Dress,360.0,4.7,3396,Green,L,Denim
114838,Nike black shoes,Nike,Women-Shoes,169.41,4.7,2155,Black,XXL,Wool
114839,H&M green watch,H&M,Men-Watch,274.85,4.5,3471,Green,XXL,Polyester
114840,Ralph Lauren blue t,Ralph Lauren,Kids-T-Shirt,360.05,4.0,444,Blue,S,Silk
114841,Ralph Lauren pink top,Ralph Lauren,Women-Top,308.67,4.2,4792,Pink,L,Leather
114842,Mango red shoes,Mango,Women-Shoes,137.78,3.4,2980,Red,L,Spandex
114843,Forever 21 gray bag,Forever 21,Women-Bag,283.37,3.9,3449,Gray,XXL,Silk
114844,Calvin Klein gray skirt,Calvin Klein,Women-Skirt,188.48,4.5,3496,Gray,XXL,Polyester
114845,Forever 21 red t,Forever 21,Kids-T-Shirt,31.12,3.0,2532,Red,L,Linen
114846,Forever 21 black shirt,Forever 21,Men-Shirt,100.35,4.6,480,Black,XL,Polyester
114847,Gap blue suit,Gap,Men-Suit,355.83,4.6,2804,Blue,XS,Linen
114848,Adidas blue bag,Adidas,Women-Bag,252.89,4.8,1272,Blue,XL,Denim
114849,H&M gray jewelry,H&M,Women-Jewelry,125.48,4.1,2181,Gray,XXL,Spandex
114850,ASOS purple shirt,ASOS,Men-Shirt,35.46,3.1,1262,Purple,S,Wool
114851,Tommy Hilfiger yellow shorts,Tommy Hilfiger,Men-Shorts,224.35,4.1,1493,Yellow,M,Leather
114852,Forever 21 white bag,Forever 21,Women-Bag,167.24,3.8,4773,White,XS,Silk
114853,Ralph Lauren gray t,Ralph Lauren,Kids-T-Shirt,194.33,4.5,23,Gray,S,Linen
114854,Adidas pink dress,Adidas,Women-Dress,147.78,3.4,3712,Pink,L,Spandex
114855,Louis Vuitton blue jeans,Louis Vuitton,Men-Jeans,489.16,3.5,1138,Blue,M,Leather
114856,Levi's black shirt,Levi's,Men-Shirt,407.76,3.2,1060,Black,M,Linen
114857,Gucci white dress,Gucci,Women-Dress,163.84,4.7,952,White,M,Denim
114858,Boohoo green bag,Boohoo,Women-Bag,273.26,4.6,2877,Green,XXL,Leather
114859,Levi's black jewelry,Levi's,Women-Jewelry,287.26,4.4,3562,Black,XL,Denim
114860,Puma red skirt,Puma,Women-Skirt,114.96,4.1,902,Red,XXL,Polyester
114861,Boohoo gray shoes,Boohoo,Women-Shoes,389.11,4.2,2212,Gray,S,Spandex
114862,Puma black jeans,Puma,Men-Jeans,434.2,3.9,72,Black,XL,Cotton
114863,Louis Vuitton gray shirt,Louis Vuitton,Men-Shirt,310.16,3.6,4500,Gray,XL,Polyester
114864,Zara yellow shirt,Zara,Men-Shirt,434.28,3.0,2044,Yellow,XXL,Denim
114865,Gucci black shoes,Gucci,Women-Shoes,298.89,4.7,524,Black,XS,Leather
114866,Levi's yellow jacket,Levi's,Women-Jacket,288.24,4.8,1332,Yellow,XL,Silk
114867,Uniqlo yellow t,Uniqlo,Kids-T-Shirt,262.95,4.5,2090,Yellow,L,Cotton
114868,H&M white top,H&M,Women-Top,205.31,3.9,1222,White,M,Cotton
114869,Uniqlo blue shoes,Uniqlo,Women-Shoes,283.38,4.0,2676,Blue,S,Wool
114870,Gucci gray t,Gucci,Men-T-Shirt,476.01,4.0,1519,Gray,XL,Linen
114871,Tommy Hilfiger yellow shirt,Tommy Hilfiger,Men-Shirt,439.57,4.0,2011,Yellow,S,Denim
114872,Bershka green top,Bershka,Women-Top,243.62,5.0,20,Green,XS,Polyester
114873,Adidas brown shirt,Adidas,Men-Shirt,93.24,3.2,3459,Brown,XXL,Wool
114874,Chanel red shoes,Chanel,Men-Shoes,215.04,3.0,2827,Red,M,Spandex
114875,Mango red jewelry,Mango,Women-Jewelry,352.81,3.4,1162,Red,XS,Silk
114876,Uniqlo yellow shorts,Uniqlo,Men-Shorts,71.92,3.8,1627,Yellow,XL,Silk
114877,Puma green t,Puma,Kids-T-Shirt,174.32,4.8,3350,Green,S,Denim
114878,Louis Vuitton yellow jacket,Louis Vuitton,Women-Jacket,413.61,3.5,674,Yellow,XS,Cotton
114879,Uniqlo black shoes,Uniqlo,Men-Shoes,235.44,3.5,1455,Black,M,Wool
114880,Gap purple shoes,Gap,Men-Shoes,246.5,4.0,2673,Purple,XL,Spandex
114881,Boohoo green shoes,Boohoo,Men-Shoes,191.87,3.1,970,Green,XL,Silk
114882,Uniqlo yellow jacket,Uniqlo,Women-Jacket,336.68,4.6,3268,Yellow,M,Linen
114883,Zara yellow jacket,Zara,Women-Jacket,150.38,4.7,328,Yellow,XS,Polyester
114884,Gucci pink t,Gucci,Men-T-Shirt,38.39,3.1,4006,Pink,S,Linen
114885,Nike blue bag,Nike,Women-Bag,454.67,4.1,93,Blue,M,Leather
114886,Bershka purple suit,Bershka,Men-Suit,67.6,4.7,655,Purple,XS,Denim
114887,Zara purple watch,Zara,Men-Watch,360.05,3.9,2619,Purple,L,Polyester
114888,Puma pink top,Puma,Women-Top,253.29,4.2,3813,Pink,XS,Cotton
114889,Levi's blue skirt,Levi's,Women-Skirt,382.73,3.8,4599,Blue,XS,Polyester
114890,Bershka gray top,Bershka,Women-Top,366.33,3.7,1929,Gray,L,Wool
114891,Calvin Klein brown bag,Calvin Klein,Women-Bag,317.94,3.7,3482,Brown,M,Linen
114892,Adidas yellow shirt,Adidas,Men-Shirt,46.97,3.1,4379,Yellow,M,Denim
114893,Boohoo red shirt,Boohoo,Men-Shirt,148.53,4.8,709,Red,XS,Silk
114894,Gucci green t,Gucci,Men-T-Shirt,219.66,4.1,3547,Green,L,Wool
114895,ASOS red skirt,ASOS,Women-Skirt,21.48,4.9,2023,Red,S,Leather
114896,Chanel gray shoes,Chanel,Women-Shoes,483.94,4.7,2176,Gray,XS,Denim
114897,Tommy Hilfiger yellow jacket,Tommy Hilfiger,Women-Jacket,113.07,4.4,2232,Yellow,XXL,Silk
114898,Nike gray watch,Nike,Men-Watch,496.32,4.8,2968,Gray,S,Spandex
114899,Bershka green shirt,Bershka,Men-Shirt,114.81,3.5,2934,Green,XL,Leather
114900,Gap brown jewelry,Gap,Women-Jewelry,353.52,4.2,88,Brown,XXL,Polyester
114901,Mango pink shoes,Mango,Women-Shoes,252.86,4.0,4073,Pink,M,Silk
114902,Levi's purple watch,Levi's,Men-Watch,150.97,3.5,92,Purple,XS,Linen
114903,Nike blue bag,Nike,Women-Bag,366.62,4.8,2291,Blue,XS,Cotton
114904,Tommy Hilfiger purple skirt,Tommy Hilfiger,Women-Skirt,285.11,4.9,1795,Purple,L,Silk
114905,Levi's white shirt,Levi's,Men-Shirt,333.73,4.8,1262,White,L,Leather
114906,Tommy Hilfiger green t,Tommy Hilfiger,Men-T-Shirt,275.05,4.7,329,Green,XXL,Silk
114907,Chanel green shirt,Chanel,Men-Shirt,49.39,3.5,3570,Green,XL,Denim
114908,Adidas gray dress,Adidas,Women-Dress,485.75,4.2,419,Gray,L,Spandex
114909,Prada black top,Prada,Women-Top,310.97,3.9,1532,Black,S,Denim
114910,Louis Vuitton green dress,Louis Vuitton,Women-Dress,387.02,3.1,372,Green,L,Wool
114911,Puma pink jacket,Puma,Women-Jacket,105.18,4.0,4687,Pink,L,Spandex
114912,Gap brown jewelry,Gap,Women-Jewelry,307.45,4.4,4670,Brown,XS,Leather
114913,Mango blue watch,Mango,Men-Watch,341.66,3.6,3953,Blue,L,Linen
114914,Ralph Lauren pink watch,Ralph Lauren,Men-Watch,227.71,3.7,3258,Pink,XS,Wool
114915,Tommy Hilfiger pink suit,Tommy Hilfiger,Men-Suit,172.84,3.8,2659,Pink,S,Linen
114916,Louis Vuitton pink t,Louis Vuitton,Kids-T-Shirt,343.16,3.8,3908,Pink,XL,Linen
114917,Zara red top,Zara,Women-Top,481.87,4.9,2257,Red,XL,Linen
114918,Prada blue shirt,Prada,Men-Shirt,314.84,4.7,2152,Blue,XS,Denim
114919,Adidas black shorts,Adidas,Men-Shorts,315.0,3.7,3172,Black,XL,Wool
114920,Tommy Hilfiger gray t,Tommy Hilfiger,Kids-T-Shirt,169.26,4.6,637,Gray,XXL,Denim
114921,Zara red t,Zara,Kids-T-Shirt,109.24,3.5,1539,Red,XXL,Silk
114922,Gap yellow dress,Gap,Women-Dress,441.35,5.0,469,Yellow,L,Cotton
114923,Nike gray bag,Nike,Women-Bag,37.24,4.4,4629,Gray,M,Polyester
114924,Nike gray shoes,Nike,Men-Shoes,342.23,4.0,681,Gray,M,Leather
114925,Ralph Lauren yellow jewelry,Ralph Lauren,Women-Jewelry,297.23,3.1,4065,Yellow,M,Spandex
114926,Bershka green shorts,Bershka,Men-Shorts,351.78,3.4,2322,Green,XXL,Wool
114927,Gucci yellow t,Gucci,Men-T-Shirt,428.82,3.1,541,Yellow,XXL,Leather
114928,Louis Vuitton black jeans,Louis Vuitton,Men-Jeans,397.23,4.3,4584,Black,M,Cotton
114929,Mango purple shoes,Mango,Women-Shoes,240.87,4.7,3733,Purple,L,Silk
114930,Ralph Lauren white t,Ralph Lauren,Men-T-Shirt,199.13,4.3,1773,White,S,Leather
114931,Ralph Lauren yellow skirt,Ralph Lauren,Women-Skirt,203.61,4.9,2581,Yellow,S,Linen
114932,Zara black jacket,Zara,Women-Jacket,248.81,3.3,3729,Black,XL,Silk
114933,Adidas green top,Adidas,Women-Top,362.45,4.7,3672,Green,L,Wool
114934,Uniqlo green shoes,Uniqlo,Men-Shoes,392.61,4.3,1011,Green,XXL,Polyester
114935,Adidas white top,Adidas,Women-Top,200.55,4.8,2728,White,XL,Linen
114936,Uniqlo white shoes,Uniqlo,Men-Shoes,207.46,4.9,89,White,XL,Cotton
114937,Tommy Hilfiger black shorts,Tommy Hilfiger,Men-Shorts,486.61,3.3,3266,Black,S,Denim
114938,Tommy Hilfiger red shoes,Tommy Hilfiger,Women-Shoes,431.45,3.3,2796,Red,XXL,Wool
114939,Prada gray t,Prada,Men-T-Shirt,122.84,4.5,2355,Gray,M,Spandex
114940,Zara blue t,Zara,Kids-T-Shirt,233.0,4.6,2782,Blue,XS,Wool
114941,Prada purple shoes,Prada,Women-Shoes,469.74,3.3,4853,Purple,L,Leather
114942,Tommy Hilfiger red jacket,Tommy Hilfiger,Women-Jacket,58.67,4.6,350,Red,M,Polyester
114943,H&M yellow jewelry,H&M,Women-Jewelry,477.57,4.3,34,Yellow,XL,Silk
114944,Forever 21 white jewelry,Forever 21,Women-Jewelry,485.7,3.1,4272,White,XS,Cotton
114945,Mango brown watch,Mango,Men-Watch,52.37,4.9,249,Brown,M,Wool
114946,Zara purple jeans,Zara,Men-Jeans,133.75,5.0,567,Purple,S,Cotton
114947,Calvin Klein gray jewelry,Calvin Klein,Women-Jewelry,19.95,4.2,614,Gray,L,Wool
114948,Bershka brown jewelry,Bershka,Women-Jewelry,446.08,3.2,164,Brown,XXL,Wool
114949,Puma black jeans,Puma,Men-Jeans,75.07,3.1,4778,Black,S,Cotton
114950,Gap red watch,Gap,Men-Watch,150.84,4.7,1507,Red,XL,Spandex
114951,Zara pink shoes,Zara,Women-Shoes,464.61,4.4,930,Pink,XL,Linen
114952,Uniqlo purple top,Uniqlo,Women-Top,198.46,4.3,1668,Purple,M,Cotton
114953,Calvin Klein brown top,Calvin Klein,Women-Top,199.46,4.1,4362,Brown,XXL,Denim
114954,Boohoo black dress,Boohoo,Women-Dress,167.07,3.1,2880,Black,XL,Linen
114955,Levi's black top,Levi's,Women-Top,458.89,3.5,2193,Black,XS,Leather
114956,Prada blue dress,Prada,Women-Dress,493.28,3.1,3566,Blue,XXL,Denim
114957,Prada gray shoes,Prada,Men-Shoes,432.93,4.3,516,Gray,XS,Cotton
114958,Tommy Hilfiger green shorts,Tommy Hilfiger,Men-Shorts,126.87,4.5,3785,Green,XL,Spandex
114959,Nike green shoes,Nike,Men-Shoes,326.13,3.1,1720,Green,M,Leather
114960,H&M brown suit,H&M,Men-Suit,229.07,4.9,4633,Brown,XS,Cotton
114961,Louis Vuitton blue shirt,Louis Vuitton,Men-Shirt,419.27,4.9,4248,Blue,L,Silk
114962,Gucci green suit,Gucci,Men-Suit,418.73,3.8,43,Green,XXL,Linen
114963,Zara pink skirt,Zara,Women-Skirt,282.64,3.1,585,Pink,M,Leather
114964,Adidas white dress,Adidas,Women-Dress,436.55,4.7,4556,White,M,Silk
114965,Zara pink jewelry,Zara,Women-Jewelry,148.24,4.9,4462,Pink,XS,Cotton
114966,Levi's black bag,Levi's,Women-Bag,309.55,4.7,1576,Black,XL,Silk
114967,ASOS pink dress,ASOS,Women-Dress,478.59,3.0,1610,Pink,S,Wool
114968,ASOS white t,ASOS,Men-T-Shirt,193.06,4.5,2574,White,L,Denim
114969,Forever 21 pink watch,Forever 21,Men-Watch,437.18,4.0,3201,Pink,S,Polyester
114970,Gap blue t,Gap,Men-T-Shirt,306.03,3.7,747,Blue,XXL,Leather
114971,Tommy Hilfiger green watch,Tommy Hilfiger,Men-Watch,276.43,3.6,3361,Green,XXL,Spandex
114972,Ralph Lauren brown shirt,Ralph Lauren,Men-Shirt,282.69,4.7,2657,Brown,M,Linen
114973,Zara black shirt,Zara,Men-Shirt,442.93,3.4,1480,Black,XS,Linen
114974,Gap gray suit,Gap,Men-Suit,350.95,3.7,1260,Gray,XL,Linen
114975,Louis Vuitton pink t,Louis Vuitton,Men-T-Shirt,200.39,3.4,935,Pink,M,Wool
114976,Uniqlo purple shirt,Uniqlo,Men-Shirt,158.59,4.2,1740,Purple,L,Linen
114977,Nike brown dress,Nike,Women-Dress,469.17,5.0,3569,Brown,M,Polyester
114978,Louis Vuitton red shoes,Louis Vuitton,Women-Shoes,337.8,4.3,2431,Red,L,Denim
114979,Gap brown t,Gap,Men-T-Shirt,409.26,3.2,340,Brown,XL,Leather
114980,Chanel black suit,Chanel,Men-Suit,95.51,3.2,2600,Black,XXL,Wool
114981,ASOS red shorts,ASOS,Men-Shorts,434.97,4.5,2637,Red,L,Cotton
114982,Uniqlo gray jeans,Uniqlo,Men-Jeans,406.88,3.3,4258,Gray,XXL,Spandex
114983,ASOS pink shoes,ASOS,Men-Shoes,413.21,4.8,1401,Pink,L,Denim
114984,Levi's black t,Levi's,Kids-T-Shirt,13.24,3.8,589,Black,XS,Spandex
114985,Zara black shorts,Zara,Men-Shorts,321.65,3.0,3288,Black,XL,Wool
114986,Ralph Lauren brown shirt,Ralph Lauren,Men-Shirt,247.5,4.0,2570,Brown,M,Cotton
114987,Boohoo pink shirt,Boohoo,Men-Shirt,139.32,3.9,2706,Pink,M,Denim
114988,Gap brown shirt,Gap,Men-Shirt,477.58,4.4,1880,Brown,XL,Denim
114989,Puma green t,Puma,Kids-T-Shirt,452.38,3.4,4312,Green,S,Cotton
114990,Levi's brown watch,Levi's,Men-Watch,206.68,4.3,4792,Brown,XL,Wool
114991,Chanel green shoes,Chanel,Women-Shoes,412.57,4.1,3626,Green,XL,Cotton
114992,Puma gray watch,Puma,Men-Watch,266.38,4.9,4387,Gray,L,Cotton
114993,Calvin Klein yellow t,Calvin Klein,Men-T-Shirt,414.16,4.7,2028,Yellow,L,Linen
114994,Forever 21 brown shirt,Forever 21,Men-Shirt,308.45,3.2,4489,Brown,XXL,Linen
114995,Uniqlo purple shoes,Uniqlo,Women-Shoes,430.48,4.1,2175,Purple,L,Spandex
114996,Forever 21 blue skirt,Forever 21,Women-Skirt,84.36,5.0,4026,Blue,M,Cotton
114997,Gap white t,Gap,Kids-T-Shirt,366.87,4.7,3527,White,XS,Silk
114998,Adidas green jeans,Adidas,Men-Jeans,143.53,3.2,1815,Green,S,Polyester
114999,Zara gray t,Zara,Men-T-Shirt,159.08,3.1,4562,Gray,L,Wool
115000,ASOS yellow bag,ASOS,Women-Bag,195.44,4.7,454,Yellow,S,Polyester
115001,Nike red shoes,Nike,Men-Shoes,58.08,3.8,2811,Red,S,Silk
115002,Calvin Klein black shoes,Calvin Klein,Men-Shoes,362.86,3.9,797,Black,XS,Denim
115003,Prada red jacket,Prada,Women-Jacket,490.33,3.8,4155,Red,XS,Linen
115004,Chanel purple t,Chanel,Kids-T-Shirt,196.74,4.4,1366,Purple,M,Silk
115005,Levi's yellow bag,Levi's,Women-Bag,13.23,3.8,1792,Yellow,XXL,Silk
115006,Louis Vuitton white shoes,Louis Vuitton,Men-Shoes,200.68,3.4,3560,White,XL,Cotton
115007,Louis Vuitton purple skirt,Louis Vuitton,Women-Skirt,22.58,4.8,140,Purple,XXL,Polyester
115008,ASOS yellow shirt,ASOS,Men-Shirt,297.53,4.3,3303,Yellow,XS,Cotton
115009,Calvin Klein red bag,Calvin Klein,Women-Bag,364.38,4.4,85,Red,XXL,Wool
115010,Zara white jacket,Zara,Women-Jacket,159.4,3.6,1231,White,L,Spandex
115011,Gap red bag,Gap,Women-Bag,97.53,4.6,2112,Red,XL,Polyester
115012,ASOS black skirt,ASOS,Women-Skirt,29.11,5.0,2160,Black,S,Wool
115013,Gucci purple skirt,Gucci,Women-Skirt,438.65,4.9,2298,Purple,M,Leather
115014,Tommy Hilfiger pink t,Tommy Hilfiger,Kids-T-Shirt,256.94,4.6,639,Pink,XL,Denim
115015,Calvin Klein blue t,Calvin Klein,Kids-T-Shirt,42.48,4.3,3408,Blue,XS,Polyester
115016,Forever 21 red t,Forever 21,Men-T-Shirt,175.96,4.9,1355,Red,S,Spandex
115017,H&M blue bag,H&M,Women-Bag,224.06,4.0,1165,Blue,XL,Polyester
115018,Gap yellow dress,Gap,Women-Dress,203.04,3.0,3962,Yellow,XS,Silk
115019,Gap blue t,Gap,Men-T-Shirt,433.32,4.9,2848,Blue,S,Wool
115020,Nike pink dress,Nike,Women-Dress,214.58,3.8,162,Pink,XS,Polyester
115021,Prada white jeans,Prada,Men-Jeans,146.7,4.1,2573,White,S,Silk
115022,Puma purple watch,Puma,Men-Watch,217.84,5.0,1033,Purple,L,Cotton
115023,Adidas brown jewelry,Adidas,Women-Jewelry,191.97,4.1,4438,Brown,L,Polyester
115024,ASOS gray watch,ASOS,Men-Watch,47.75,3.2,4960,Gray,M,Leather
115025,Bershka blue dress,Bershka,Women-Dress,494.69,4.8,3396,Blue,S,Spandex
115026,Adidas yellow skirt,Adidas,Women-Skirt,235.65,4.8,1351,Yellow,M,Spandex
115027,H&M yellow top,H&M,Women-Top,106.75,3.9,3969,Yellow,XS,Leather
115028,Nike gray shorts,Nike,Men-Shorts,239.93,4.9,2292,Gray,M,Silk
115029,ASOS red shirt,ASOS,Men-Shirt,271.37,4.4,594,Red,XL,Cotton
115030,Calvin Klein blue shoes,Calvin Klein,Women-Shoes,205.82,4.8,4667,Blue,XS,Denim
115031,Nike brown t,Nike,Kids-T-Shirt,178.57,4.1,4299,Brown,M,Leather
115032,Boohoo green dress,Boohoo,Women-Dress,354.73,4.8,4210,Green,XL,Silk
115033,Bershka red jeans,Bershka,Men-Jeans,339.26,3.2,2520,Red,XS,Wool
115034,H&M brown jewelry,H&M,Women-Jewelry,162.76,3.8,771,Brown,S,Spandex
115035,Uniqlo pink shoes,Uniqlo,Women-Shoes,281.31,4.8,1101,Pink,M,Cotton
115036,Uniqlo blue t,Uniqlo,Men-T-Shirt,77.12,4.5,4223,Blue,XS,Spandex
115037,Gap gray shorts,Gap,Men-Shorts,248.44,3.5,3130,Gray,M,Cotton
115038,Chanel yellow dress,Chanel,Women-Dress,254.31,3.6,1458,Yellow,S,Silk
115039,Calvin Klein green t,Calvin Klein,Men-T-Shirt,103.46,4.0,2798,Green,S,Spandex
115040,Puma white jewelry,Puma,Women-Jewelry,103.16,4.4,4803,White,XS,Silk
115041,Calvin Klein yellow t,Calvin Klein,Kids-T-Shirt,78.98,4.5,1265,Yellow,L,Wool
